shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered Date,delay_days,reason
,DHL,18/06/2024,Pending,Delhi,Bangalore,-24.19,21/06/2024,,,Missing shipment ID; Invalid freight cost
SHO8611,DHL,11/02/2024,In Transit,Delhi,Mumbai,,14/02/2024,,,Invalid freight cost
SHO8613,FEDEX,,Delayed,Hyderabad,Chennai,341.29,20/05/2026,27/05/2026,,Invalid ship date
SHO8614,FEDEX,,Delivered,Pune,Delhi,277.03,17/03/2026,21/03/2026,4,Invalid ship date
SHO8615,FEDEX,11/06/2026,Delivered,Pune,Hyderabad,-66.52,18/06/2026,18/06/2026,0,Invalid freight cost
SHO8616,BLUEDART,,In Transit,Hyderabad,Mumbai,-45.01,11/02/2024,,,Invalid ship date; Invalid freight cost
SHO8619,BLUEDART,,Pending,Pune,Bangalore,72.26,17/04/2026,,,Invalid ship date
,DHL,02/10/2024,Delivered,Delhi,Chennai,374.32,09/10/2024,11/10/2024,2,Missing shipment ID
SHO8622,DHL,,Delayed,Mumbai,Bangalore,-36.39,30/06/2024,,,Invalid ship date; Invalid freight cost
SHO8623,DHL,08/12/2024,Delivered,Delhi,Mumbai,348.07,18/08/2024,20/08/2024,2,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO8624,FEDEX,29/05/2026,Pending,Bangalore,Hyderabad,481.74,,,,Expected Delivery Date is missing or invalid
SHO8627,BLUEDART,31/03/2025,IN TRANS,Hyderabad,Pune,122.16,03/04/2025,,,Invalid status
SHO8628,FEDEX,28/06/2024,Delayed,Chennai,Hyderabad,,07/04/2024,07/11/2024,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO8629,DHL,,Pending,Hyderabad,Mumbai,109.68,06/04/2025,,,Invalid ship date
SHO8630,BLUEDART,13/07/2025,Delivered,Hyderabad,Chennai,113.0,20/07/2025,,,Delivered Date is missing or invalid for Delivered status
SHO8631,BLUEDART,16/02/2024,UNKNOWN,Hyderabad,Bangalore,5.16,21/02/2024,,,Invalid status
SHO8632,FEDEX,24/05/2025,UNKNOWN,Pune,Chennai,362.38,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO8633,FEDEX,29/11/2025,Delivered,Pune,Mumbai,402.73,06/12/2025,12/10/2025,0,Delivered Date is before Ship Date
SHO8637,FEDEX,,In Transit,Hyderabad,Bangalore,36.73,08/02/2026,,,Invalid ship date
SHO8638,BLUEDART,07/07/2025,Accepted,Pune,Delhi,-1.26,11/07/2025,,,Invalid freight cost
SHO8640,FEDEX,22/11/2025,Delayed,Chennai,Pune,-43.07,26/11/2025,,,Invalid freight cost
SHO8642,BLUEDART,28/12/2025,Delivered,Delhi,Chennai,6.94,01/01/2026,,,Delivered Date is missing or invalid for Delivered status
SHO8643,DHL,06/10/2025,Accepted,Delhi,Hyderabad,142.95,,,,Expected Delivery Date is missing or invalid
SHO8644,DHL,,Pending,Delhi,Pune,180.21,03/03/2025,,,Invalid ship date
SHO8645,BLUEDART,,IN TRANS,Delhi,Pune,352.3,05/04/2025,,,Invalid ship date; Invalid status
SHO8646,BLUEDART,31/08/2024,Delayed,Chennai,Mumbai,300.05,,12/09/2024,,Expected Delivery Date is missing or invalid
SHO8647,FEDEX,21/02/2026,Delivered,Pune,Delhi,-22.41,24/02/2026,01/03/2026,5,Invalid freight cost
SHO8651,BLUEDART,,IN TRANS,Bangalore,Delhi,-57.77,,,,Invalid ship date; Invalid status; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8652,BLUEDART,,Delayed,Hyderabad,Bangalore,340.7,,12/05/2026,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO8655,BLUEDART,24/07/2024,UNKNOWN,Pune,Delhi,425.47,27/07/2024,27/07/2024,,Invalid status
SHO8656,DHL,25/07/2025,Pending,Bangalore,Hyderabad,-68.82,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8657,BLUEDART,31/07/2024,Delayed,Hyderabad,Chennai,482.18,08/02/2024,08/06/2024,,Expected Delivery Date is before Ship Date
SHO8660,FEDEX,06/09/2025,Delayed,Chennai,Delhi,422.71,13/06/2025,17/06/2025,,Expected Delivery Date is before Ship Date
SHO8661,FEDEX,15/08/2025,In Transit,Bangalore,Chennai,428.04,,,,Expected Delivery Date is missing or invalid
SHO8662,FEDEX,23/02/2026,Pending,Bangalore,Pune,156.23,03/01/2026,,,Expected Delivery Date is before Ship Date
SHO8663,DHL,01/08/2024,Delivered,Hyderabad,Chennai,258.93,,,,Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
SHO8665,BLUEDART,01/08/2025,Delayed,Hyderabad,Pune,,06/08/2025,08/10/2025,,Invalid freight cost
SHO8666,FEDEX,15/01/2026,UNKNOWN,Hyderabad,Pune,,18/01/2026,,,Invalid status; Invalid freight cost
SHO8668,BLUEDART,10/03/2026,UNKNOWN,Delhi,Hyderabad,-5.15,,,,Invalid status; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8669,FEDEX,,Pending,Bangalore,Pune,328.0,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO8670,FEDEX,08/10/2024,In Transit,Mumbai,Hyderabad,-54.77,11/10/2024,,,Invalid freight cost
SHO8671,BLUEDART,16/10/2024,Delivered,Bangalore,Delhi,35.12,18/10/2024,,,Delivered Date is missing or invalid for Delivered status
SHO8673,FEDEX,06/12/2026,In Transit,Mumbai,Pune,6.09,17/06/2026,,,Expected Delivery Date is before Ship Date
SHO8674,BLUEDART,,Delivered,Mumbai,Bangalore,7.33,30/04/2026,02/05/2026,2,Invalid ship date
SHO8679,FEDEX,12/12/2025,In Transit,Pune,Delhi,190.63,,,,Expected Delivery Date is missing or invalid
SHO8680,FEDEX,15/07/2025,In Transit,Delhi,Chennai,-74.83,18/07/2025,,,Invalid freight cost
SHO8682,BLUEDART,01/02/2025,Delivered,Bangalore,Chennai,-24.26,,10/02/2025,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8683,DHL,17/01/2024,Delivered,Hyderabad,Delhi,-0.52,20/01/2024,19/01/2024,0,Invalid freight cost
SHO8687,BLUEDART,,In Transit,Chennai,Bangalore,178.16,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO8689,BLUEDART,07/09/2025,IN TRANS,Bangalore,Chennai,95.17,11/09/2025,,,Invalid status
SHO8692,FEDEX,03/08/2026,Pending,Hyderabad,Pune,,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8693,DHL,22/06/2026,Delivered,Chennai,Hyderabad,98.47,27/06/2026,,,Delivered Date is missing or invalid for Delivered status
SHO8694,BLUEDART,26/02/2025,In Transit,Hyderabad,Pune,377.04,,,,Expected Delivery Date is missing or invalid
SHO8695,FEDEX,14/08/2025,Delayed,Hyderabad,Chennai,137.07,,24/08/2025,,Expected Delivery Date is missing or invalid
SHO8696,FEDEX,26/06/2024,Accepted,Bangalore,Hyderabad,467.98,,,,Expected Delivery Date is missing or invalid
SHO8698,BLUEDART,,Delivered,Mumbai,Chennai,421.89,09/03/2026,09/03/2026,0,Invalid ship date
SHO8699,FEDEX,28/11/2025,Delivered,Chennai,Bangalore,-49.42,30/11/2025,28/11/2025,0,Invalid freight cost
SHO8701,FEDEX,02/03/2026,Delayed,Delhi,Bangalore,,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8702,BLUEDART,,In Transit,Delhi,Chennai,223.74,09/02/2026,,,Invalid ship date
SHO8704,DHL,05/09/2025,In Transit,Chennai,Delhi,,09/07/2025,,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO8707,BLUEDART,,Delayed,Pune,Delhi,98.28,23/05/2026,02/06/2026,,Invalid ship date
SHO8708,DHL,,In Transit,Hyderabad,Chennai,378.53,11/01/2025,,,Invalid ship date
SHO8713,BLUEDART,03/07/2024,Accepted,Bangalore,Delhi,,13/03/2024,17/03/2024,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO8714,FEDEX,02/06/2024,Delivered,Chennai,Hyderabad,359.54,,07/06/2024,,Expected Delivery Date is missing or invalid
SHO8716,FEDEX,,Delivered,Mumbai,Hyderabad,494.1,29/12/2024,30/12/2024,1,Invalid ship date
SHO8718,FEDEX,06/03/2025,In Transit,Delhi,Bangalore,237.81,,,,Expected Delivery Date is missing or invalid
SHO8719,DHL,08/12/2024,IN TRANS,Bangalore,Hyderabad,346.66,15/12/2024,,,Invalid status
SHO8722,FEDEX,30/10/2024,Pending,Bangalore,Pune,7.38,,,,Expected Delivery Date is missing or invalid
SHO8724,BLUEDART,,Delivered,Hyderabad,Delhi,166.14,,19/05/2026,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO8725,DHL,,Delivered,Hyderabad,Bangalore,-26.33,17/02/2025,17/02/2025,0,Invalid ship date; Invalid freight cost
SHO8726,DHL,03/02/2024,IN TRANS,Bangalore,Hyderabad,61.21,10/02/2024,,,Invalid status
SHO8727,BLUEDART,10/05/2026,Accepted,Hyderabad,Chennai,127.79,,,,Expected Delivery Date is missing or invalid
SHO8728,FEDEX,,UNKNOWN,Bangalore,Delhi,202.83,02/11/2024,13/02/2024,,Invalid ship date; Invalid status
SHO8730,DHL,02/05/2026,Delivered,Bangalore,Mumbai,449.64,09/02/2026,10/02/2026,1,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO8731,DHL,27/08/2025,Delivered,Hyderabad,Chennai,17.92,09/02/2025,05/09/2025,208,Expected Delivery Date is before Ship Date
,FEDEX,05/10/2026,In Transit,Bangalore,Delhi,-7.26,13/05/2026,,,Missing shipment ID; Expected Delivery Date is before Ship Date; Invalid freight cost
SHO8733,BLUEDART,24/08/2024,IN TRANS,Hyderabad,Chennai,387.73,26/08/2024,,,Invalid status
SHO8734,FEDEX,14/03/2024,Accepted,Pune,Bangalore,-4.39,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8735,BLUEDART,18/03/2024,Delayed,Bangalore,Chennai,-78.79,20/03/2024,24/03/2024,,Invalid freight cost
SHO8737,FEDEX,,In Transit,Bangalore,Mumbai,90.07,12/07/2025,,,Invalid ship date
SHO8740,FEDEX,01/01/2025,Delayed,Delhi,Chennai,-13.47,07/01/2025,17/01/2025,,Invalid freight cost
SHO8741,FEDEX,02/04/2026,Delayed,Chennai,Mumbai,,02/10/2026,02/12/2026,,Invalid freight cost
SHO8742,FEDEX,30/07/2024,In Transit,Bangalore,Mumbai,137.2,,,,Expected Delivery Date is missing or invalid
,FEDEX,12/06/2025,In Transit,Chennai,Hyderabad,,10/12/2025,,,Missing shipment ID; Invalid freight cost
SHO8745,BLUEDART,21/10/2025,UNKNOWN,Hyderabad,Mumbai,-58.24,27/10/2025,,,Invalid status; Invalid freight cost
SHO8746,FEDEX,15/01/2026,Delivered,Bangalore,Delhi,418.94,,20/01/2026,,Expected Delivery Date is missing or invalid
SHO8750,BLUEDART,29/07/2025,Delivered,Hyderabad,Chennai,33.25,,03/08/2025,,Expected Delivery Date is missing or invalid
SHO8752,BLUEDART,02/01/2024,IN TRANS,Bangalore,Mumbai,126.25,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO8753,BLUEDART,01/01/2025,Delivered,Chennai,Bangalore,25.68,07/01/2025,,,Delivered Date is missing or invalid for Delivered status
SHO8757,FEDEX,19/02/2025,Delivered,Delhi,Mumbai,274.83,,,,Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
SHO8758,FEDEX,02/06/2025,In Transit,Chennai,Bangalore,287.56,,,,Expected Delivery Date is missing or invalid
SHO8760,DHL,10/12/2025,Pending,Chennai,Delhi,-64.94,17/12/2025,,,Invalid freight cost
SHO8762,BLUEDART,,Delayed,Hyderabad,Mumbai,335.56,31/10/2024,06/11/2024,,Invalid ship date
SHO8764,BLUEDART,,Delayed,Delhi,Chennai,,26/06/2025,03/07/2025,,Invalid ship date; Invalid freight cost
SHO8765,FEDEX,,In Transit,Pune,Delhi,-77.43,04/06/2026,,,Invalid ship date; Invalid freight cost
SHO8766,BLUEDART,,UNKNOWN,Pune,Bangalore,188.25,20/12/2025,,,Invalid ship date; Invalid status
SHO8767,BLUEDART,18/11/2025,Pending,Bangalore,Delhi,256.54,,,,Expected Delivery Date is missing or invalid
SHO8768,FEDEX,01/02/2026,Delayed,Delhi,Hyderabad,-76.77,02/04/2026,05/02/2026,,Invalid freight cost
SHO8769,FEDEX,,Pending,Chennai,Hyderabad,208.36,26/03/2024,,,Invalid ship date
SHO8770,FEDEX,14/07/2024,Delivered,Hyderabad,Pune,298.14,19/07/2024,,,Delivered Date is missing or invalid for Delivered status
SHO8772,DHL,31/03/2024,IN TRANS,Bangalore,Delhi,121.65,07/04/2024,,,Invalid status
SHO8773,BLUEDART,01/10/2024,Pending,Pune,Bangalore,,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
,DHL,19/06/2025,Pending,Pune,Hyderabad,138.53,21/06/2025,,,Missing shipment ID
SHO8776,DHL,21/02/2024,Pending,Bangalore,Delhi,330.46,,,,Expected Delivery Date is missing or invalid
SHO8778,DHL,29/05/2024,Delivered,Chennai,Pune,292.17,31/05/2024,,,Delivered Date is missing or invalid for Delivered status
SHO8779,DHL,30/06/2026,Pending,Pune,Delhi,208.15,,,,Expected Delivery Date is missing or invalid
SHO8780,DHL,16/08/2024,Pending,Delhi,Chennai,-14.45,19/08/2024,,,Invalid freight cost
,FEDEX,,In Transit,Delhi,Mumbai,-64.72,22/03/2024,,,Missing shipment ID; Invalid ship date; Invalid freight cost
SHO8782,BLUEDART,07/03/2026,Delivered,Chennai,Hyderabad,-76.29,,10/03/2026,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8783,FEDEX,,Delivered,Pune,Delhi,21.76,22/11/2025,,,Invalid ship date; Delivered Date is missing or invalid for Delivered status
SHO8785,BLUEDART,16/06/2024,Delivered,Chennai,Pune,479.05,22/06/2024,,,Delivered Date is missing or invalid for Delivered status
SHO8786,DHL,05/11/2024,In Transit,Delhi,Pune,160.08,11/08/2024,,,Expected Delivery Date is before Ship Date
SHO8788,BLUEDART,05/03/2025,Delivered,Chennai,Bangalore,-48.68,05/09/2025,05/07/2025,0,Invalid freight cost
SHO8789,BLUEDART,12/10/2024,Delivered,Bangalore,Hyderabad,443.69,17/12/2024,,,Delivered Date is missing or invalid for Delivered status
SHO8790,DHL,29/06/2024,Delivered,Pune,Chennai,,06/07/2024,,,Delivered Date is missing or invalid for Delivered status; Invalid freight cost
SHO8791,DHL,,In Transit,Chennai,Hyderabad,455.38,27/10/2024,,,Invalid ship date
SHO8792,BLUEDART,27/05/2026,Pending,Delhi,Mumbai,-54.12,31/05/2026,,,Invalid freight cost
,BLUEDART,04/06/2026,Delayed,Chennai,Pune,84.49,,16/06/2026,,Missing shipment ID; Expected Delivery Date is missing or invalid
SHO8794,BLUEDART,,Pending,Hyderabad,Pune,-67.5,,,,Invalid ship date; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8795,BLUEDART,,UNKNOWN,Delhi,Hyderabad,296.72,18/05/2026,25/05/2026,,Invalid ship date; Invalid status
SHO8796,BLUEDART,,In Transit,Pune,Delhi,162.32,05/11/2025,,,Invalid ship date
SHO8797,BLUEDART,,Pending,Pune,Mumbai,454.67,08/04/2024,,,Invalid ship date
SHO8798,FEDEX,,Pending,Hyderabad,Chennai,41.85,07/03/2026,,,Invalid ship date
SHO8799,BLUEDART,08/01/2024,Delivered,Pune,Bangalore,186.23,,08/01/2024,,Expected Delivery Date is missing or invalid
SHO8803,DHL,17/03/2026,Delivered,Chennai,Bangalore,,24/03/2026,23/03/2026,0,Invalid freight cost
SHO8805,BLUEDART,13/07/2025,IN TRANS,Bangalore,Hyderabad,496.23,18/07/2025,,,Invalid status
SHO8807,DHL,,Delayed,Mumbai,Bangalore,366.07,06/09/2025,,,Invalid ship date
SHO8809,FEDEX,,In Transit,Hyderabad,Delhi,183.25,31/01/2024,,,Invalid ship date
SHO8810,FEDEX,12/05/2025,Delayed,Bangalore,Delhi,151.77,,17/12/2025,,Expected Delivery Date is missing or invalid
SHO8812,BLUEDART,07/03/2026,Delayed,Mumbai,Chennai,68.63,,18/03/2026,,Expected Delivery Date is missing or invalid
,BLUEDART,03/04/2024,Accepted,Mumbai,Hyderabad,386.97,04/05/2024,,,Missing shipment ID
SHO8815,DHL,05/12/2024,In Transit,Delhi,Hyderabad,372.18,15/05/2024,,,Expected Delivery Date is before Ship Date
SHO8816,FEDEX,05/03/2025,Delivered,Mumbai,Bangalore,210.45,10/05/2025,,,Delivered Date is missing or invalid for Delivered status
SHO8817,FEDEX,,In Transit,Chennai,Mumbai,247.7,14/09/2025,,,Invalid ship date
,FEDEX,,IN TRANS,Hyderabad,Mumbai,427.46,24/12/2024,,,Missing shipment ID; Invalid ship date; Invalid status
,DHL,,In Transit,Bangalore,Hyderabad,,19/09/2024,,,Missing shipment ID; Invalid ship date; Invalid freight cost
SHO8820,BLUEDART,06/12/2026,Delayed,Pune,Bangalore,375.06,19/06/2026,25/06/2026,,Expected Delivery Date is before Ship Date
,FEDEX,29/06/2025,Pending,Delhi,Hyderabad,297.29,02/07/2025,,,Missing shipment ID
SHO8825,BLUEDART,,Delayed,Pune,Mumbai,-10.78,24/02/2024,,,Invalid ship date; Invalid freight cost
SHO8828,BLUEDART,08/02/2024,IN TRANS,Pune,Mumbai,,14/02/2024,,,Invalid status; Invalid freight cost
SHO8829,BLUEDART,01/12/2025,Pending,Delhi,Chennai,204.17,15/01/2025,,,Expected Delivery Date is before Ship Date
SHO8830,DHL,28/01/2025,Pending,Hyderabad,Chennai,66.12,02/01/2025,,,Expected Delivery Date is before Ship Date
SHO8831,DHL,08/09/2025,UNKNOWN,Hyderabad,Chennai,287.68,15/09/2025,20/09/2025,,Invalid status
SHO8832,DHL,,Delivered,Mumbai,Pune,,12/05/2026,16/05/2026,4,Invalid ship date; Invalid freight cost
SHO8837,BLUEDART,25/05/2024,Delivered,Mumbai,Bangalore,218.52,,04/06/2024,,Expected Delivery Date is missing or invalid
SHO8838,DHL,,Accepted,Chennai,Mumbai,127.78,16/11/2025,,,Invalid ship date
SHO8839,BLUEDART,23/07/2025,Delayed,Pune,Delhi,288.37,,02/08/2025,,Expected Delivery Date is missing or invalid
SHO8841,DHL,15/05/2026,In Transit,Pune,Chennai,-46.28,17/05/2026,,,Invalid freight cost
SHO8842,FEDEX,12/12/2024,Delivered,Hyderabad,Bangalore,230.0,14/12/2024,,,Delivered Date is missing or invalid for Delivered status
SHO8843,FEDEX,01/02/2025,Delayed,Pune,Delhi,85.62,04/01/2025,12/01/2025,,Expected Delivery Date is before Ship Date
SHO8845,BLUEDART,29/07/2025,IN TRANS,Bangalore,Pune,168.0,31/07/2025,,,Invalid status
SHO8847,FEDEX,23/04/2026,UNKNOWN,Pune,Mumbai,231.17,25/04/2026,30/04/2026,,Invalid status
SHO8848,DHL,26/04/2026,Delayed,Chennai,Pune,-3.73,28/04/2026,07/05/2026,,Invalid freight cost
SHO8849,BLUEDART,02/12/2024,Delayed,Chennai,Hyderabad,291.74,,,,Expected Delivery Date is missing or invalid
SHO8850,BLUEDART,26/08/2024,Delivered,Bangalore,Mumbai,,31/08/2024,29/08/2024,0,Invalid freight cost
SHO8851,BLUEDART,,Delivered,Bangalore,Hyderabad,327.71,,07/05/2024,,Invalid ship date; Expected Delivery Date is missing or invalid
,BLUEDART,21/09/2025,In Transit,Chennai,Hyderabad,80.25,,,,Missing shipment ID; Expected Delivery Date is missing or invalid
,DHL,06/08/2024,Delivered,Hyderabad,Bangalore,421.07,13/08/2024,,,Missing shipment ID; Delivered Date is missing or invalid for Delivered status
SHO8854,FEDEX,03/11/2024,Delivered,Mumbai,Pune,337.28,17/03/2024,21/03/2024,4,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO8855,DHL,20/04/2024,Pending,Chennai,Pune,467.01,,,,Expected Delivery Date is missing or invalid
SHO8859,BLUEDART,01/12/2025,Delayed,Delhi,Mumbai,26.87,,22/01/2025,,Expected Delivery Date is missing or invalid
SHO8860,DHL,13/02/2025,IN TRANS,Bangalore,Mumbai,-33.69,,,,Invalid status; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8864,BLUEDART,,In Transit,Mumbai,Hyderabad,151.14,02/02/2026,,,Invalid ship date
SHO8868,BLUEDART,14/01/2025,IN TRANS,Delhi,Chennai,428.31,18/01/2025,,,Invalid status
SHO8869,DHL,23/02/2025,In Transit,Bangalore,Delhi,480.5,,,,Expected Delivery Date is missing or invalid
SHO8870,FEDEX,,UNKNOWN,Delhi,Chennai,337.2,21/05/2026,,,Invalid ship date; Invalid status
SHO8873,DHL,28/02/2024,Delayed,Chennai,Bangalore,41.19,03/02/2024,08/03/2024,,Expected Delivery Date is before Ship Date
SHO8875,DHL,,In Transit,Bangalore,Delhi,81.75,20/10/2025,,,Invalid ship date
SHO8877,BLUEDART,24/06/2026,Accepted,Pune,Bangalore,,07/01/2026,,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO8878,FEDEX,24/12/2024,UNKNOWN,Delhi,Hyderabad,13.62,31/12/2024,,,Invalid status
SHO8879,FEDEX,,In Transit,Delhi,Pune,415.33,25/03/2025,,,Invalid ship date
SHO8880,FEDEX,21/06/2026,Delayed,Chennai,Delhi,5.18,,07/02/2026,,Expected Delivery Date is missing or invalid
,DHL,28/10/2024,In Transit,Chennai,Pune,450.51,03/11/2024,,,Missing shipment ID
SHO8885,FEDEX,15/01/2024,IN TRANS,Delhi,Mumbai,363.02,17/01/2024,,,Invalid status
SHO8887,DHL,17/01/2024,Pending,Pune,Chennai,203.56,,,,Expected Delivery Date is missing or invalid
SHO8892,BLUEDART,,Delivered,Delhi,Pune,83.81,21/08/2025,21/08/2025,0,Invalid ship date
SHO8893,DHL,02/07/2025,Pending,Hyderabad,Chennai,341.15,10/02/2025,,,Expected Delivery Date is before Ship Date
SHO8895,FEDEX,09/12/2025,Pending,Bangalore,Pune,382.45,,,,Expected Delivery Date is missing or invalid
SHO8899,FEDEX,18/08/2025,In Transit,Chennai,Hyderabad,312.57,,,,Expected Delivery Date is missing or invalid
SHO8901,FEDEX,,Delivered,Chennai,Delhi,,,04/12/2024,,Invalid ship date; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8903,FEDEX,15/04/2026,Delivered,Hyderabad,Delhi,411.58,,15/04/2026,,Expected Delivery Date is missing or invalid
SHO8904,FEDEX,,Accepted,Mumbai,Hyderabad,76.1,14/02/2025,,,Invalid ship date
SHO8905,FEDEX,24/01/2026,In Transit,Mumbai,Hyderabad,264.11,,,,Expected Delivery Date is missing or invalid
SHO8908,FEDEX,07/11/2024,Accepted,Delhi,Chennai,349.14,,,,Expected Delivery Date is missing or invalid
SHO8909,FEDEX,27/09/2024,Pending,Delhi,Pune,-11.57,10/01/2024,,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO8914,BLUEDART,17/05/2025,In Transit,Pune,Hyderabad,295.1,,,,Expected Delivery Date is missing or invalid
SHO8915,FEDEX,10/08/2024,In Transit,Delhi,Mumbai,-39.13,11/10/2024,,,Invalid freight cost
,FEDEX,09/07/2025,Delivered,Chennai,Delhi,161.8,16/07/2025,20/07/2025,4,Missing shipment ID
SHO8918,FEDEX,,IN TRANS,Hyderabad,Mumbai,372.11,,,,Invalid ship date; Invalid status; Expected Delivery Date is missing or invalid
SHO8920,BLUEDART,19/12/2025,Pending,Bangalore,Hyderabad,-51.03,24/12/2025,,,Invalid freight cost
SHO8921,DHL,10/08/2024,Pending,Chennai,Hyderabad,-35.13,14/08/2024,,,Invalid freight cost
,FEDEX,02/04/2024,UNKNOWN,Hyderabad,Pune,21.04,07/02/2024,,,Missing shipment ID; Invalid status; Expected Delivery Date is before Ship Date
SHO8923,FEDEX,23/07/2024,Delivered,Pune,Chennai,-28.7,25/07/2024,,,Delivered Date is missing or invalid for Delivered status; Invalid freight cost
SHO8924,BLUEDART,03/02/2024,Delivered,Mumbai,Chennai,,10/02/2024,08/02/2024,0,Invalid freight cost
SHO8925,BLUEDART,,Accepted,Pune,Hyderabad,237.55,08/07/2024,,,Invalid ship date
SHO8927,FEDEX,03/04/2024,Delayed,Hyderabad,Pune,114.36,,16/04/2024,,Expected Delivery Date is missing or invalid
SHO8928,DHL,08/11/2024,In Transit,Delhi,Chennai,109.55,13/08/2024,,,Expected Delivery Date is before Ship Date
,DHL,11/03/2024,Delayed,Hyderabad,Chennai,405.85,06/11/2024,11/11/2024,,Missing shipment ID
SHO8930,DHL,13/08/2025,IN TRANS,Bangalore,Delhi,248.18,18/08/2025,,,Invalid status
